"Step","amigo_pb_addinitialtasks_seed1 - 2cover_rate_5step"
"74040000","0.5256000000000001"
"74100000","0.5252"
"74160000","0.5428000000000001"
"74220000","0.5494000000000001"
"74280000","0.5518"
"74340000","0.5555999999999999"
"74400000","0.5367999999999999"
"74460000","0.54"
"74520000","0.5184"
"74580000","0.5478"
"74640000","0.5435999999999999"
"74700000","0.5472"
"74760000","0.5354"
"74820000","0.5524000000000001"
"74880000","0.5264000000000001"
"74940000","0.545"
"75000000","0.5372"
"75060000","0.542"
"75120000","0.5615999999999999"
"75180000","0.5357999999999999"
"75240000","0.5506"
"75300000","0.548"
"75360000","0.5542"
"75420000","0.563"
"75480000","0.5634"
"75540000","0.5636"
"75600000","0.5396"
"75660000","0.573"
"75720000","0.567"
"75780000","0.564"
"75840000","0.5645999999999999"
"75900000","0.5504"
"75960000","0.551"
"76020000","0.5488000000000001"
"76080000","0.558"
"76140000","0.5356000000000001"
"76200000","0.5402"
"76260000","0.547"
"76320000","0.5396"
"76380000","0.5728"
"76440000","0.5398000000000001"
"76500000","0.5708"
"76560000","0.5694000000000001"
"76620000","0.532"
"76680000","0.563"
"76740000","0.5616"
"76800000","0.558"
"76860000","0.5605999999999999"
"76920000","0.5688"
"76980000","0.5528"
"77040000","0.5572"
"77100000","0.559"
"77160000","0.5548"
"77220000","0.5518"
"77280000","0.566"
"77340000","0.5648"
"77400000","0.54"
"77460000","0.5592"
"77520000","0.5464"
"77580000","0.5651999999999999"
"77640000","0.5582"
"77700000","0.5775999999999999"
"77760000","0.5678"
"77820000","0.5714000000000001"
"77880000","0.5778"
"77940000","0.5618"
"78000000","0.5604000000000001"
"78060000","0.5554"
"78120000","0.5662"
"78180000","0.5718"
"78240000","0.5662"
"78300000","0.5632"
"78360000","0.5632"
"78420000","0.5672"
"78480000","0.5594"
"78540000","0.558"
"78600000","0.5614"
"78660000","0.5458000000000001"
"78720000","0.5695999999999999"
"78780000","0.5481999999999999"
"78840000","0.5693999999999999"
"78900000","0.5651999999999999"
"78960000","0.5702"
"79020000","0.5544"
"79080000","0.5662"
"79140000","0.5688000000000001"
"79200000","0.5642"
"79260000","0.5476"
"79320000","0.5694000000000001"
"79380000","0.558"
"79440000","0.5696"
"79500000","0.5664000000000001"
"79560000","0.5698"
"79620000","0.5686"
"79680000","0.5584000000000001"
"79740000","0.5718"
"79800000","0.5696"
"79860000","0.5564"
"79920000","0.567"
"79980000","0.5474000000000001"
