"Step","mix2n4_eval3tonext_seed1 - 4cover_rate"
"355451040","0.9029"
"355720680","0.9065"
"355990320","0.8934"
"356259960","0.902"
"356529600","0.9112"
"356799240","0.8973"
"357068880","0.8944000000000001"
"357338520","0.9057"
"357608160","0.8984000000000001"
"357877800","0.9049"
"358147440","0.9036"
"358417080","0.8926"
"358686720","0.9047"
"358956360","0.9059"
"359226000","0.909"
"359495640","0.8979"
"359765280","0.9059"
"360034920","0.9024"
"360304560","0.9073"
"360574200","0.9006000000000001"
"360843840","0.9048"
"361113480","0.8999000000000001"
"361383120","0.8981"
"361652760","0.9103"
"361922400","0.8962"
"362192040","0.9204"
"362461680","0.9043"
"362731320","0.9061"
"363000960","0.9063"
"363270600","0.907"
"363540240","0.8991"
"363809880","0.8936000000000001"
"364079520","0.8915"
"364349160","0.9005"
"364618800","0.9105"
"364888440","0.9017"
"365158080","0.8984"
"365427720","0.8975"
"365697360","0.9147"
"365967000","0.9108"
"366236640","0.9079"
"366506280","0.9026"
"366775920","0.902"
"367045560","0.9096"
"367315200","0.896"
"367584840","0.9088"
"367854480","0.9054"
"368124120","0.9075"
"368393760","0.9147"
"368663400","0.9078"
"368933040","0.9101"
"369202680","0.8920999999999999"
"369472320","0.91"
"369741960","0.9037"
"370011600","0.9192"
"370281240","0.9101"
"370550880","0.9215"
"370820520","0.9154"
"371090160","0.9118"
"371359800","0.9141"
"371629440","0.9174"
"371899080","0.9213"
"372168720","0.9051"
"372438360","0.9219"
"372708000","0.9218"
"372977640","0.923"
"373247280","0.9185"
"373516920","0.9241"
"373786560","0.9277"
"374056200","0.9183"
"374325840","0.9182"
"374595480","0.9076"
"374865120","0.9186"
"375134760","0.921"
"375404400","0.9249"
"375674040","0.922"
"375943680","0.9232"
"376213320","0.9137"
"376482960","0.9153"
"376752600","0.9158"
"377022240","0.9208"
"377291880","0.9205"
"377561520","0.9194"
"377831160","0.9186"
"378100800","0.9216"
"378370440","0.9269"
"378640080","0.9288"
"378909720","0.9163"
"379179360","0.9228"
"379449000","0.9164"
"379718640","0.9192"
"379988280","0.9268"
"380257920","0.9239"
"380527560","0.9171"
"380797200","0.9192"
"381066840","0.9289"
"381336480","0.9252"
"381606120","0.9247"
"381875760","0.9212"
"382145400","0.9306"
"382415040","0.9279"
"382684680","0.9313"
"382954320","0.9245"
"383223960","0.9162"
"383493600","0.9159"
"383763240","0.9305"
"384032880","0.9413"
"384302520","0.9228"
"384572160","0.9111"
"384841800","0.9197"
"385111440","0.9261"
"385381080","0.9317"
"385650720","0.9218"
"385920360","0.9242"
"386190000","0.9308"
"386459640","0.9324"
"386729280","0.9212"
"386998920","0.9211"
"387268560","0.9224"
"387538200","0.928"
"387807840","0.9222"
"388077480","0.9225"
"388347120","0.9214"
"388616760","0.9351"
"388886400","0.9201"
"389156040","0.9244"
"389425680","0.9238"
"389695320","0.92"
"389964960","0.9254"
"390234600","0.9219"
"390504240","0.9257"
"390773880","0.9312"
"391043520","0.9241"
"391313160","0.9323"
"391582800","0.9117"
"391852440","0.9219"
"392122080","0.9116"
"392391720","0.9095"
"392661360","0.9281"
"392931000","0.9258"
"393200640","0.9363"
"393470280","0.9269"
"393739920","0.9228"
"394009560","0.9239"
"394279200","0.9225"
"394548840","0.9324"
"394818480","0.9307"
"395088120","0.9317"
"395357760","0.932"
"395627400","0.9345"
"395897040","0.9262"
"396166680","0.9258"
"396436320","0.921"
"396705960","0.9134"
"396975600","0.9321"
"397245240","0.9219"
"397514880","0.9346"
"397784520","0.9352"
"398054160","0.9365"
"398323800","0.9308"
"398593440","0.92"
"398863080","0.9342"
"399132720","0.9262"
"399402360","0.9272"
"399672000","0.9236"
"399941640","0.9267"
"400211280","0.9264"
"400480920","0.9178"
"400750560","0.9246"
"401020200","0.9211"
"401289840","0.9272"
"401559480","0.9246"
"401829120","0.9155"
"402098760","0.9126"
"402368400","0.9282"
"402638040","0.911"
"402907680","0.9159"
"403177320","0.923"
"403446960","0.9217"
"403716600","0.9284"
"403986240","0.9284"
"404255880","0.9297"
"404525520","0.9179"
"404795160","0.9273"
"405064800","0.9315"
"405334440","0.9341"
"405604080","0.9406"
"405873720","0.9354"
"406143360","0.9274"
"406413000","0.9333"
"406682640","0.9368"
"406952280","0.9427"
"407221920","0.9344"
"407491560","0.937"
"407761200","0.9347"
"408030840","0.9271"
"408300480","0.9366"
"408570120","0.927"
"408839760","0.9332"
"409109400","0.9363"
"409379040","0.9362"
"409648680","0.9411"
"409918320","0.9355"
"410187960","0.9301"
"410457600","0.9361"
"410727240","0.9288"
"410996880","0.9383"
"411266520","0.9313"
"411536160","0.9346"
"411805800","0.941"
"412075440","0.9344"
"412345080","0.9244"
"412614720","0.9403"
"412884360","0.9343"
"413154000","0.9372"
"413423640","0.9345"
"413693280","0.943"
"413962920","0.9322"
"414232560","0.9333"
"414502200","0.9416"
"414771840","0.9342"
"415041480","0.9319"
"415311120","0.9334"
"415580760","0.9311"
"415850400","0.9358"
"416120040","0.9409"
"416389680","0.9274"
"416659320","0.9252"
"416928960","0.9383"
"417198600","0.936"
"417468240","0.9265"
"417737880","0.9324"
"418007520","0.9359"
"418277160","0.9413"
"418546800","0.9342"
"418816440","0.9325"
"419086080","0.9297"
"419355720","0.9229"
"419625360","0.9288"
"419895000","0.9193"
"420164640","0.933"
"420434280","0.9293"
"420703920","0.941"
"420973560","0.9323"
"421243200","0.9329"
"421512840","0.9298"
"421782480","0.925"
"422052120","0.9379"
"422321760","0.9342"
"422591400","0.9353"
"422861040","0.9267"
"423130680","0.9322"
"423400320","0.9314"
"423669960","0.9305"
"423939600","0.9229"
"424209240","0.9414"
"424478880","0.9397"
"424748520","0.9327"
