"Step","main_box_pc_first_seed3 - main_return_rate"
"71928000","0.5545"
"71982000","0.5815"
"72036000","0.608"
"72090000","0.522"
"72144000","0.541"
"72198000","0.4435"
"72252000","0.502"
"72306000","0.484"
"72360000","0.5605"
"72414000","0.6905"
"72468000","0.464"
"72522000","0.5125"
"72576000","0.5395"
"72630000","0.556"
"72684000","0.5445"
"72738000","0.5275"
"72792000","0.5615"
"72846000","0.4665"
"72900000","0.5515"
"72954000","0.6035"
"73008000","0.5875"
"73062000","0.5385"
"73116000","0.466"
"73170000","0.532"
"73224000","0.486"
"73278000","0.426"
"73332000","0.4545"
"73386000","0.4505"
"73440000","0.5195"
"73494000","0.399"
"73548000","0.403"
"73602000","0.3745"
"73656000","0.4585"
"73710000","0.4955"
"73764000","0.5475"
"73818000","0.4745"
"73872000","0.46"
"73926000","0.4765"
"73980000","0.538"
"74034000","0.5375"
"74088000","0.5155"
"74142000","0.51"
"74196000","0.5055"
"74250000","0.492"
"74304000","0.5125"
"74358000","0.458"
"74412000","0.513"
"74466000","0.53"
"74520000","0.5845"
"74574000","0.526"
"74628000","0.4825"
"74682000","0.4765"
"74736000","0.47"
"74790000","0.4205"
"74844000","0.464"
"74898000","0.3725"
"74952000","0.4565"
"75006000","0.474"
"75060000","0.382"
"75114000","0.475"
"75168000","0.3985"
"75222000","0.4075"
"75276000","0.426"
"75330000","0.5585"
"75384000","0.411"
"75438000","0.382"
"75492000","0.401"
"75546000","0.4035"
"75600000","0.4745"
"75654000","0.592"
"75708000","0.595"
"75762000","0.5235"
"75816000","0.4345"
"75870000","0.461"
"75924000","0.447"
"75978000","0.4105"
"76032000","0.4395"
"76086000","0.495"
"76140000","0.436"
"76194000","0.411"
"76248000","0.463"
"76302000","0.4615"
"76356000","0.375"
"76410000","0.459"
"76464000","0.5335"
"76518000","0.537"
"76572000","0.501"
"76626000","0.5175"
"76680000","0.497"
"76734000","0.4975"
"76788000","0.4385"
"76842000","0.4325"
"76896000","0.3935"
"76950000","0.4055"
"77004000","0.4065"
"77058000","0.443"
"77112000","0.486"
"77166000","0.4645"
"77220000","0.4385"
"77274000","0.484"
"77328000","0.4445"
"77382000","0.421"
"77436000","0.422"
"77490000","0.4165"
"77544000","0.452"
"77598000","0.473"
"77652000","0.5465"
"77706000","0.534"
"77760000","0.5365"
"77814000","0.5595"
"77868000","0.4985"
"77922000","0.506"
"77976000","0.504"
"78030000","0.5145"
"78084000","0.4595"
"78138000","0.4775"
"78192000","0.4575"
"78246000","0.523"
"78300000","0.5025"
"78354000","0.459"
"78408000","0.434"
"78462000","0.475"
"78516000","0.553"
"78570000","0.4865"
"78624000","0.474"
"78678000","0.403"
"78732000","0.362"
"78786000","0.3295"
"78840000","0.382"
"78894000","0.3225"
"78948000","0.262"
"79002000","0.298"
"79056000","0.317"
"79110000","0.3305"
"79164000","0.3405"
"79218000","0.3885"
"79272000","0.461"
"79326000","0.411"
"79380000","0.431"
"79434000","0.4085"
"79488000","0.3985"
"79542000","0.401"
"79596000","0.3935"
"79650000","0.3555"
"79704000","0.3425"
"79758000","0.333"
"79812000","0.347"
"79866000","0.3575"
"79920000","0.3835"
"79974000","0.4235"
"80028000","0.448"
"80082000","0.349"
"80136000","0.372"
"80190000","0.3465"
"80244000","0.4"
"80298000","0.3525"
"80352000","0.359"
"80406000","0.325"
"80460000","0.395"
"80514000","0.4845"
"80568000","0.4485"
"80622000","0.445"
"80676000","0.5085"
"80730000","0.489"
"80784000","0.497"
"80838000","0.4815"
"80892000","0.4475"
"80946000","0.4045"
"81000000","0.4655"
"81054000","0.3365"
"81108000","0.373"
"81162000","0.4495"
"81216000","0.4055"
"81270000","0.396"
"81324000","0.396"
"81378000","0.3765"
"81432000","0.41"
"81486000","0.3785"
"81540000","0.4315"
"81594000","0.45"
"81648000","0.4585"
"81702000","0.4445"
"81756000","0.4465"
"81810000","0.368"
"81864000","0.432"
"81918000","0.526"
"81972000","0.454"
"82026000","0.3745"
"82080000","0.341"
"82134000","0.416"
"82188000","0.418"
"82242000","0.4125"
"82296000","0.417"
"82350000","0.339"
"82404000","0.349"
"82458000","0.3335"
"82512000","0.257"
"82566000","0.3175"
"82620000","0.265"
"82674000","0.327"
"82728000","0.319"
"82782000","0.4065"
"82836000","0.337"
"82890000","0.31"
"82944000","0.3445"
"82998000","0.3855"
"83052000","0.3325"
"83106000","0.399"
"83160000","0.317"
"83214000","0.368"
"83268000","0.378"
"83322000","0.4445"
"83376000","0.3885"
"83430000","0.3645"
"83484000","0.338"
"83538000","0.3445"
"83592000","0.262"
"83646000","0.2785"
"83700000","0.284"
"83754000","0.2985"
"83808000","0.382"
"83862000","0.36"
"83916000","0.331"
"83970000","0.311"
"84024000","0.3085"
"84078000","0.3145"
"84132000","0.333"
"84186000","0.3675"
"84240000","0.3335"
"84294000","0.3115"
"84348000","0.2735"
"84402000","0.2585"
"84456000","0.2445"
"84510000","0.227"
"84564000","0.231"
"84618000","0.2345"
"84672000","0.267"
"84726000","0.248"
"84780000","0.2735"
"84834000","0.289"
"84888000","0.312"
"84942000","0.314"
"84996000","0.3165"
"85050000","0.3065"
"85104000","0.312"
"85158000","0.317"
"85212000","0.267"
"85266000","0.257"
"85320000","0.3415"
"85374000","0.3435"
"85428000","0.2905"
"85482000","0.3375"
"85536000","0.3195"
"85590000","0.342"
"85644000","0.333"
"85698000","0.3105"
"85752000","0.3995"
"85806000","0.391"
"85860000","0.387"
"85914000","0.3655"
"85968000","0.2795"
"86022000","0.2825"
"86076000","0.2785"
"86130000","0.277"
"86184000","0.291"
"86238000","0.303"
"86292000","0.359"
"86346000","0.245"
"86400000","0.241"
"86454000","0.261"
"86508000","0.288"
"86562000","0.319"
"86616000","0.2875"
"86670000","0.2915"
"86724000","0.307"
"86778000","0.31"
"86832000","0.3545"
"86886000","0.3545"
"86940000","0.375"
"86994000","0.3305"
"87048000","0.3445"
"87102000","0.3715"
"87156000","0.3415"
"87210000","0.354"
"87264000","0.329"
"87318000","0.2955"
"87372000","0.32"
"87426000","0.325"
"87480000","0.3095"
"87534000","0.288"
"87588000","0.309"
"87642000","0.3275"
"87696000","0.3205"
"87750000","0.2435"
"87804000","0.255"
"87858000","0.2045"
"87912000","0.2445"
"87966000","0.206"
"88020000","0.247"
"88074000","0.2665"
"88128000","0.2065"
"88182000","0.19"
"88236000","0.138"
"88290000","0.1465"
"88344000","0.181"
"88398000","0.282"
"88452000","0.341"
"88506000","0.3265"
"88560000","0.3425"
"88614000","0.314"
"88668000","0.294"
"88722000","0.273"
"88776000","0.321"
"88830000","0.3015"
"88884000","0.29"
"88938000","0.3005"
"88992000","0.263"
"89046000","0.353"
"89100000","0.326"
"89154000","0.3005"
"89208000","0.328"
"89262000","0.2515"
"89316000","0.2235"
"89370000","0.213"
"89424000","0.218"
"89478000","0.2325"
"89532000","0.251"
"89586000","0.187"
"89640000","0.263"
"89694000","0.2365"
"89748000","0.2225"
"89802000","0.241"
"89856000","0.223"
"89910000","0.263"
"89964000","0.2585"
"90018000","0.24"
"90072000","0.2735"
"90126000","0.257"
"90180000","0.2695"
"90234000","0.303"
"90288000","0.2835"
"90342000","0.3255"
"90396000","0.2955"
"90450000","0.293"
"90504000","0.242"
"90558000","0.227"
"90612000","0.164"
"90666000","0.2695"
"90720000","0.253"
"90774000","0.1425"
"90828000","0.155"
"90882000","0.155"
"90936000","0.1475"
"90990000","0.167"
"91044000","0.1995"
"91098000","0.2215"
"91152000","0.217"
"91206000","0.2355"
"91260000","0.229"
"91314000","0.2695"
"91368000","0.2415"
"91422000","0.2485"
"91476000","0.3145"
"91530000","0.285"
"91584000","0.2455"
"91638000","0.265"
"91692000","0.2675"
"91746000","0.2565"
"91800000","0.3045"
"91854000","0.302"
"91908000","0.2845"
"91962000","0.2475"
"92016000","0.222"
"92070000","0.2375"
"92124000","0.313"
"92178000","0.392"
"92232000","0.404"
"92286000","0.382"
"92340000","0.3265"
"92394000","0.358"
"92448000","0.398"
"92502000","0.3295"
"92556000","0.3535"
"92610000","0.3785"
"92664000","0.4325"
"92718000","0.4375"
"92772000","0.4485"
"92826000","0.408"
"92880000","0.4305"
"92934000","0.3695"
"92988000","0.3955"
"93042000","0.431"
"93096000","0.419"
"93150000","0.4205"
"93204000","0.414"
"93258000","0.337"
"93312000","0.392"
"93366000","0.368"
"93420000","0.3715"
"93474000","0.337"
"93528000","0.553"
"93582000","0.575"
"93636000","0.7335"
"93690000","0.5515"
"93744000","0.5835"
"93798000","0.505"
"93852000","0.4385"
"93906000","0.384"
"93960000","0.398"
"94014000","0.466"
"94068000","0.3955"
"94122000","0.4205"
"94176000","0.4245"
"94230000","0.4495"
"94284000","0.403"
"94338000","0.394"
"94392000","0.3995"
"94446000","0.403"
"94500000","0.3695"
"94554000","0.421"
"94608000","0.4525"
"94662000","0.521"
"94716000","0.5365"
"94770000","0.4555"
"94824000","0.503"
"94878000","0.5065"
"94932000","0.4915"
"94986000","0.5095"
"95040000","0.463"
"95094000","0.46"
"95148000","0.5325"
"95202000","0.532"
"95256000","0.505"
"95310000","0.49"
"95364000","0.434"
"95418000","0.339"
"95472000","0.375"
"95526000","0.413"
"95580000","0.4155"
"95634000","0.426"
"95688000","0.377"
"95742000","0.351"
"95796000","0.413"
"95850000","0.493"
"95904000","0.738"
"95958000","0.703"
"96012000","0.701"
"96066000","0.723"
"96120000","0.729"
"96174000","0.773"
"96228000","0.782"
"96282000","0.7955"
"96336000","0.786"
"96390000","0.7705"
"96444000","0.7795"
"96498000","0.782"
"96552000","0.7835"
"96606000","0.7875"
"96660000","0.79"
"96714000","0.8425"
"96768000","0.75"
"96822000","0.7845"
"96876000","0.7925"
"96930000","0.7925"
"96984000","0.8245"
"97038000","0.849"
"97092000","0.8485"
"97146000","0.827"
"97200000","0.797"
"97254000","0.826"
"97308000","0.834"
"97362000","0.869"
"97416000","0.847"
"97470000","0.8785"
"97524000","0.872"
"97578000","0.88"
"97632000","0.8925"
"97686000","0.84"
"97740000","0.776"
"97794000","0.805"
"97848000","0.819"
"97902000","0.8715"
"97956000","0.877"
"98010000","0.8605"
"98064000","0.866"
"98118000","0.8355"
"98172000","0.866"
"98226000","0.8375"
"98280000","0.848"
"98334000","0.8555"
"98388000","0.94"
"98442000","0.8815"
"98496000","0.8955"
"98550000","0.8355"
"98604000","0.8785"
"98658000","0.8725"
"98712000","0.835"
"98766000","0.845"
"98820000","0.877"
"98874000","0.8345"
"98928000","0.796"
"98982000","0.8085"
"99036000","0.828"
"99090000","0.8075"
"99144000","0.8565"
"99198000","0.8095"
"99252000","0.8295"
"99306000","0.7565"
"99360000","0.751"
"99414000","0.7705"
"99468000","0.771"
"99522000","0.796"
"99576000","0.7755"
"99630000","0.8125"
"99684000","0.8075"
"99738000","0.8375"
"99792000","0.8165"
"99846000","0.828"
"99900000","0.7815"
"99954000","0.7735"
"100008000","0.7785"
"100062000","0.8295"
"100116000","0.8295"
"100170000","0.8605"
"100224000","0.831"
"100278000","0.823"
"100332000","0.7995"
"100386000","0.8245"
"100440000","0.835"
"100494000","0.809"
"100548000","0.8355"
"100602000","0.854"
"100656000","0.79"
"100710000","0.656"
"100764000","0.735"
"100818000","0.766"
"100872000","0.779"
"100926000","0.821"
"100980000","0.7725"
"101034000","0.8125"
"101088000","0.8265"
"101142000","0.84"
"101196000","0.8595"
"101250000","0.8645"
"101304000","0.894"
"101358000","0.9"
"101412000","0.8605"
"101466000","0.8685"
"101520000","0.884"
"101574000","0.8695"
"101628000","0.855"
"101682000","0.8615"
"101736000","0.888"
"101790000","0.8415"
"101844000","0.861"
"101898000","0.877"
"101952000","0.86"
"102006000","0.89"
"102060000","0.9065"
"102114000","0.922"
"102168000","0.9045"
"102222000","0.909"
"102276000","0.873"
"102330000","0.9045"
"102384000","0.8905"
"102438000","0.881"
"102492000","0.891"
"102546000","0.8955"
"102600000","0.917"
"102654000","0.918"
"102708000","0.925"
"102762000","0.882"
"102816000","0.8875"
"102870000","0.88"
"102924000","0.926"
"102978000","0.9215"
"103032000","0.8995"
"103086000","0.842"
"103140000","0.8955"
"103194000","0.9205"
"103248000","0.9105"
"103302000","0.945"
"103356000","0.946"
"103410000","0.925"
"103464000","0.95"
"103518000","0.933"
"103572000","0.9235"
"103626000","0.945"
"103680000","0.9375"
"103734000","0.9355"
"103788000","0.9495"
"103842000","0.9545"
"103896000","0.951"
"103950000","0.9465"
"104004000","0.936"
"104058000","0.9545"
"104112000","0.9465"
"104166000","0.9455"
"104220000","0.944"
"104274000","0.914"
"104328000","0.9255"
"104382000","0.9395"
"104436000","0.928"
"104490000","0.9445"
"104544000","0.9105"
"104598000","0.9365"
"104652000","0.9555"
"104706000","0.956"
"104760000","0.9565"
"104814000","0.9495"
"104868000","0.929"
"104922000","0.9445"
"104976000","0.9385"
"105030000","0.935"
"105084000","0.944"
"105138000","0.9445"
"105192000","0.941"
"105246000","0.9355"
"105300000","0.95"
"105354000","0.925"
"105408000","0.9465"
"105462000","0.918"
"105516000","0.926"
"105570000","0.935"
"105624000","0.937"
"105678000","0.9355"
"105732000","0.931"
"105786000","0.9385"
"105840000","0.9435"
"105894000","0.9375"
"105948000","0.925"
"106002000","0.9125"
"106056000","0.9135"
"106110000","0.937"
"106164000","0.903"
"106218000","0.933"
"106272000","0.942"
"106326000","0.9395"
"106380000","0.9225"
"106434000","0.9185"
"106488000","0.909"
"106542000","0.9165"
"106596000","0.9325"
"106650000","0.941"
"106704000","0.951"
"106758000","0.9265"
"106812000","0.947"
"106866000","0.9175"
"106920000","0.9245"
"106974000","0.919"
"107028000","0.94"
"107082000","0.9315"
"107136000","0.9415"
"107190000","0.947"
"107244000","0.907"
"107298000","0.902"
"107352000","0.9115"
"107406000","0.87"
"107460000","0.868"
"107514000","0.9145"
"107568000","0.8985"
"107622000","0.9135"
"107676000","0.9025"
"107730000","0.9185"
"107784000","0.906"
"107838000","0.914"
"107892000","0.9465"
"107946000","0.93"
"108000000","0.932"
"108054000","0.9435"
"108108000","0.9485"
"108162000","0.924"
"108216000","0.9195"
"108270000","0.915"
"108324000","0.9055"
"108378000","0.92"
"108432000","0.922"
"108486000","0.9325"
"108540000","0.8965"
"108594000","0.9215"
"108648000","0.9215"
"108702000","0.9215"
"108756000","0.928"
"108810000","0.9315"
"108864000","0.924"
"108918000","0.897"
"108972000","0.9195"
"109026000","0.9385"
"109080000","0.9265"
"109134000","0.9285"
"109188000","0.9405"
"109242000","0.945"
"109296000","0.924"
"109350000","0.9475"
"109404000","0.9475"
"109458000","0.9305"
"109512000","0.9115"
"109566000","0.9125"
"109620000","0.9005"
"109674000","0.9155"
"109728000","0.902"
"109782000","0.922"
"109836000","0.9505"
"109890000","0.954"
"109944000","0.953"
"109998000","0.9245"
"110052000","0.933"
"110106000","0.9125"
"110160000","0.907"
"110214000","0.9035"
"110268000","0.9175"
"110322000","0.906"
"110376000","0.911"
"110430000","0.9145"
"110484000","0.911"
"110538000","0.8855"
"110592000","0.893"
"110646000","0.8645"
"110700000","0.839"
"110754000","0.786"
"110808000","0.7845"
"110862000","0.8285"
"110916000","0.9"
"110970000","0.9295"
"111024000","0.937"
"111078000","0.941"
"111132000","0.922"
"111186000","0.936"
"111240000","0.9345"
"111294000","0.918"
"111348000","0.9555"
"111402000","0.9485"
"111456000","0.9675"
"111510000","0.965"
"111564000","0.9425"
"111618000","0.962"
"111672000","0.938"
"111726000","0.965"
"111780000","0.9415"
"111834000","0.9485"
"111888000","0.9515"
"111942000","0.95"
"111996000","0.9265"
"112050000","0.942"
"112104000","0.898"
"112158000","0.901"
"112212000","0.8855"
"112266000","0.8735"
"112320000","0.8665"
"112374000","0.811"
"112428000","0.8745"
"112482000","0.9005"
"112536000","0.9215"
"112590000","0.915"
"112644000","0.9"
"112698000","0.9295"
"112752000","0.925"
"112806000","0.9325"
"112860000","0.931"
"112914000","0.931"
"112968000","0.9255"
"113022000","0.9415"
"113076000","0.934"
"113130000","0.9335"
"113184000","0.925"
"113238000","0.9415"
"113292000","0.9535"
"113346000","0.9305"
"113400000","0.956"
"113454000","0.9595"
"113508000","0.9635"
"113562000","0.956"
"113616000","0.95"
"113670000","0.9575"
"113724000","0.957"
"113778000","0.967"
"113832000","0.967"
"113886000","0.9505"
"113940000","0.9565"
"113994000","0.956"
"114048000","0.9575"
"114102000","0.948"
"114156000","0.9695"
"114210000","0.9595"
"114264000","0.956"
"114318000","0.94"
"114372000","0.9575"
"114426000","0.944"
"114480000","0.9445"
"114534000","0.9575"
"114588000","0.9515"
"114642000","0.95"
"114696000","0.899"
"114750000","0.876"
"114804000","0.9215"
"114858000","0.948"
"114912000","0.9625"
"114966000","0.941"
"115020000","0.952"
"115074000","0.9395"
"115128000","0.9705"
"115182000","0.959"
"115236000","0.9425"
"115290000","0.971"
"115344000","0.9325"
"115398000","0.9185"
"115452000","0.941"
"115506000","0.953"
"115560000","0.9545"
"115614000","0.952"
"115668000","0.962"
"115722000","0.9315"
"115776000","0.947"
"115830000","0.9445"
"115884000","0.952"
"115938000","0.949"
"115992000","0.942"
"116046000","0.943"
"116100000","0.9395"
"116154000","0.9665"
"116208000","0.9455"
"116262000","0.9535"
"116316000","0.956"
"116370000","0.9495"
"116424000","0.968"
"116478000","0.963"
"116532000","0.951"
"116586000","0.921"
"116640000","0.9665"
"116694000","0.926"
"116748000","0.9165"
"116802000","0.8435"
"116856000","0.907"
"116910000","0.884"
"116964000","0.892"
"117018000","0.898"
"117072000","0.902"
"117126000","0.9735"
"117180000","0.9435"
"117234000","0.966"
"117288000","0.97"
"117342000","0.9505"
"117396000","0.9735"
"117450000","0.9595"
"117504000","0.943"
"117558000","0.949"
"117612000","0.9485"
"117666000","0.9565"
"117720000","0.9525"
"117774000","0.957"
"117828000","0.956"
"117882000","0.9585"
"117936000","0.9585"
"117990000","0.968"
"118044000","0.9495"
"118098000","0.9535"
"118152000","0.947"
"118206000","0.9365"
"118260000","0.9215"
"118314000","0.928"
"118368000","0.8795"
"118422000","0.9195"
"118476000","0.947"
"118530000","0.929"
"118584000","0.9565"
"118638000","0.9555"
"118692000","0.9695"
"118746000","0.959"
"118800000","0.967"
"118854000","0.9765"
"118908000","0.964"
"118962000","0.9615"
"119016000","0.955"
"119070000","0.959"
"119124000","0.945"
"119178000","0.956"
"119232000","0.958"
"119286000","0.936"
"119340000","0.9605"
"119394000","0.963"
"119448000","0.936"
"119502000","0.9255"
"119556000","0.871"
"119610000","0.9215"
"119664000","0.9115"
"119718000","0.9285"
"119772000","0.9455"
"119826000","0.95"
"119880000","0.9535"
"119934000","0.957"
"119988000","0.952"
"120042000","0.9525"
"120096000","0.95"
"120150000","0.9445"
"120204000","0.9345"
"120258000","0.9455"
"120312000","0.9325"
"120366000","0.925"
"120420000","0.92"
"120474000","0.942"
"120528000","0.923"
"120582000","0.917"
"120636000","0.9175"
"120690000","0.9135"
"120744000","0.903"
"120798000","0.883"
"120852000","0.8725"
"120906000","0.9125"
"120960000","0.897"
"121014000","0.9295"
"121068000","0.8965"
"121122000","0.925"
"121176000","0.913"
"121230000","0.926"
"121284000","0.933"
"121338000","0.922"
"121392000","0.9485"
"121446000","0.9105"
"121500000","0.9025"
"121554000","0.893"
"121608000","0.891"
"121662000","0.895"
"121716000","0.8505"
"121770000","0.7605"
"121824000","0.8415"
"121878000","0.8835"
"121932000","0.879"
"121986000","0.901"
"122040000","0.909"
"122094000","0.883"
"122148000","0.87"
"122202000","0.8945"
"122256000","0.8755"
"122310000","0.896"
"122364000","0.878"
"122418000","0.925"
"122472000","0.915"
"122526000","0.934"
"122580000","0.9195"
"122634000","0.9355"
"122688000","0.924"
"122742000","0.909"
"122796000","0.8835"
"122850000","0.913"
"122904000","0.94"
"122958000","0.9265"
"123012000","0.927"
"123066000","0.9275"
"123120000","0.8975"
"123174000","0.8615"
"123228000","0.883"
"123282000","0.9075"
"123336000","0.8905"
"123390000","0.8885"
"123444000","0.8845"
"123498000","0.873"
"123552000","0.8845"
"123606000","0.92"
"123660000","0.905"
"123714000","0.9065"
"123768000","0.891"
"123822000","0.917"
"123876000","0.8855"
"123930000","0.861"
"123984000","0.9"
"124038000","0.891"
"124092000","0.865"
"124146000","0.913"
"124200000","0.935"
"124254000","0.942"
"124308000","0.908"
"124362000","0.9045"
"124416000","0.9165"
"124470000","0.9155"
"124524000","0.9345"
"124578000","0.8625"
"124632000","0.8805"
"124686000","0.8765"
"124740000","0.9055"
"124794000","0.916"
"124848000","0.91"
"124902000","0.896"
"124956000","0.924"
"125010000","0.9375"
"125064000","0.9295"
"125118000","0.9045"
"125172000","0.91"
"125226000","0.9165"
"125280000","0.9155"
"125334000","0.9205"
"125388000","0.928"
"125442000","0.936"
"125496000","0.9505"
"125550000","0.9395"
"125604000","0.9395"
"125658000","0.946"
"125712000","0.936"
"125766000","0.9385"
"125820000","0.9285"
"125874000","0.9335"
"125928000","0.9345"
"125982000","0.942"
"126036000","0.9165"
"126090000","0.9305"
"126144000","0.937"
"126198000","0.937"
"126252000","0.9335"
"126306000","0.935"
"126360000","0.9045"
"126414000","0.937"
"126468000","0.95"
"126522000","0.9395"
"126576000","0.939"
"126630000","0.9395"
"126684000","0.937"
"126738000","0.9365"
"126792000","0.9205"
"126846000","0.931"
"126900000","0.9485"
"126954000","0.9315"
"127008000","0.925"
"127062000","0.9535"
"127116000","0.9395"
"127170000","0.921"
"127224000","0.9485"
"127278000","0.9555"
"127332000","0.938"
"127386000","0.9605"
"127440000","0.9485"
"127494000","0.947"
"127548000","0.938"
"127602000","0.9565"
"127656000","0.937"
"127710000","0.9445"
"127764000","0.9465"
"127818000","0.9235"
"127872000","0.9525"
"127926000","0.9385"
"127980000","0.945"
"128034000","0.944"
"128088000","0.957"
"128142000","0.94"
"128196000","0.94"
"128250000","0.947"
"128304000","0.9485"
"128358000","0.924"
"128412000","0.945"
"128466000","0.9505"
"128520000","0.939"
"128574000","0.944"
"128628000","0.955"
"128682000","0.949"
"128736000","0.94"
"128790000","0.9125"
"128844000","0.9465"
"128898000","0.949"
"128952000","0.955"
"129006000","0.9515"
"129060000","0.932"
"129114000","0.922"
"129168000","0.8845"
"129222000","0.9215"
"129276000","0.924"
"129330000","0.931"
"129384000","0.951"
"129438000","0.941"
"129492000","0.945"
"129546000","0.9385"
"129600000","0.934"
"129654000","0.928"
"129708000","0.94"
"129762000","0.9275"
"129816000","0.9185"
"129870000","0.9265"
"129924000","0.9215"
"129978000","0.944"
"130032000","0.9245"
"130086000","0.9225"
"130140000","0.935"
"130194000","0.92"
"130248000","0.9115"
"130302000","0.932"
"130356000","0.922"
"130410000","0.927"
"130464000","0.929"
"130518000","0.921"
"130572000","0.9415"
"130626000","0.94"
"130680000","0.9375"
"130734000","0.9525"
"130788000","0.9435"
"130842000","0.9455"
"130896000","0.953"
"130950000","0.945"
"131004000","0.9465"
"131058000","0.9695"
"131112000","0.9485"
"131166000","0.9495"
"131220000","0.9305"
"131274000","0.947"
"131328000","0.9575"
"131382000","0.9585"
"131436000","0.9535"
"131490000","0.9545"
"131544000","0.944"
"131598000","0.9515"
"131652000","0.932"
"131706000","0.925"
"131760000","0.939"
"131814000","0.9455"
"131868000","0.928"
"131922000","0.9535"
"131976000","0.956"
"132030000","0.948"
"132084000","0.959"
"132138000","0.9535"
"132192000","0.951"
"132246000","0.949"
"132300000","0.9385"
"132354000","0.9275"
"132408000","0.9375"
"132462000","0.936"
"132516000","0.948"
"132570000","0.934"
"132624000","0.9435"
"132678000","0.951"
"132732000","0.956"
"132786000","0.948"
"132840000","0.9515"
"132894000","0.9485"
"132948000","0.952"
"133002000","0.959"
"133056000","0.9445"
"133110000","0.954"
"133164000","0.9415"
"133218000","0.949"
"133272000","0.938"
"133326000","0.9545"
"133380000","0.957"
"133434000","0.958"
"133488000","0.9575"
"133542000","0.961"
"133596000","0.9565"
"133650000","0.963"
"133704000","0.951"
"133758000","0.9465"
"133812000","0.9555"
"133866000","0.9455"
"133920000","0.962"
"133974000","0.9485"
"134028000","0.9525"
"134082000","0.963"
"134136000","0.9475"
"134190000","0.935"
"134244000","0.9225"
"134298000","0.9295"
"134352000","0.9165"
"134406000","0.93"
"134460000","0.945"
"134514000","0.954"
"134568000","0.947"
"134622000","0.921"
"134676000","0.9355"
"134730000","0.9445"
"134784000","0.947"
"134838000","0.957"
"134892000","0.942"
"134946000","0.9425"
"135000000","0.9365"
"135054000","0.932"
"135108000","0.951"
"135162000","0.955"
"135216000","0.944"
"135270000","0.9475"
"135324000","0.948"
"135378000","0.962"
"135432000","0.973"
"135486000","0.9525"
"135540000","0.9655"
"135594000","0.967"
"135648000","0.966"
"135702000","0.95"
"135756000","0.9565"
"135810000","0.967"
"135864000","0.965"
"135918000","0.963"
"135972000","0.927"
"136026000","0.907"
"136080000","0.937"
"136134000","0.9195"
"136188000","0.941"
"136242000","0.913"
"136296000","0.896"
"136350000","0.904"
"136404000","0.8905"
"136458000","0.9535"
"136512000","0.9345"
"136566000","0.927"
"136620000","0.948"
"136674000","0.932"
"136728000","0.9645"
"136782000","0.941"
"136836000","0.967"
"136890000","0.966"
"136944000","0.9675"
"136998000","0.9775"
"137052000","0.978"
"137106000","0.9575"
"137160000","0.9625"
"137214000","0.9685"
"137268000","0.9755"
"137322000","0.9865"
"137376000","0.976"
"137430000","0.9615"
"137484000","0.9915"
"137538000","0.9825"
"137592000","0.9825"
"137646000","0.9855"
"137700000","0.9965"
"137754000","0.984"
"137808000","0.9845"
"137862000","0.9915"
"137916000","0.979"
"137970000","0.9705"
"138024000","0.9815"
"138078000","0.984"
"138132000","0.9805"
"138186000","0.9845"
"138240000","0.971"
"138294000","0.981"
"138348000","0.9875"
"138402000","0.98"
"138456000","0.976"
"138510000","0.984"
"138564000","0.985"
"138618000","0.985"
"138672000","0.986"
"138726000","0.9955"
"138780000","0.984"
"138834000","0.9895"
"138888000","0.956"
"138942000","0.97"
"138996000","0.9735"
"139050000","0.9865"
"139104000","0.978"
"139158000","0.974"
"139212000","0.9835"
"139266000","0.968"
"139320000","0.9825"
"139374000","0.9905"
"139428000","0.9855"
"139482000","0.981"
"139536000","0.9825"
"139590000","0.9845"
"139644000","0.989"
"139698000","0.9845"
"139752000","0.9745"
"139806000","0.993"
"139860000","0.99"
"139914000","0.9735"
"139968000","0.979"
"140022000","0.9775"
"140076000","0.9765"
"140130000","0.981"
"140184000","0.9895"
"140238000","0.9915"
"140292000","0.982"
"140346000","0.9795"
"140400000","0.964"
"140454000","0.969"
"140508000","0.966"
"140562000","0.9735"
"140616000","0.9705"
"140670000","0.9725"
"140724000","0.958"
"140778000","0.9575"
"140832000","0.9685"
"140886000","0.9755"
"140940000","0.9655"
"140994000","0.967"
"141048000","0.967"
"141102000","0.9605"
"141156000","0.968"
"141210000","0.9535"
"141264000","0.9585"
"141318000","0.981"
"141372000","0.953"
"141426000","0.9775"
"141480000","0.954"
"141534000","0.971"
"141588000","0.9775"
"141642000","0.977"
"141696000","0.965"
"141750000","0.9845"
"141804000","0.969"
"141858000","0.9695"
"141912000","0.9765"
"141966000","0.975"
"142020000","0.9635"
"142074000","0.962"
"142128000","0.9645"
"142182000","0.977"
"142236000","0.9755"
"142290000","0.9695"
"142344000","0.9525"
"142398000","0.9755"
"142452000","0.9595"
"142506000","0.968"
"142560000","0.9725"
"142614000","0.974"
"142668000","0.96"
"142722000","0.968"
"142776000","0.967"
"142830000","0.97"
"142884000","0.9605"
"142938000","0.9605"
"142992000","0.952"
"143046000","0.972"
"143100000","0.9745"
"143154000","0.939"
"143208000","0.958"
"143262000","0.958"
"143316000","0.9595"
"143370000","0.9475"
"143424000","0.959"
"143478000","0.9515"
"143532000","0.9525"
"143586000","0.9635"
"143640000","0.936"
"143694000","0.9405"
"143748000","0.953"
"143802000","0.9395"
